query_file,NumberOfLines,NumberOfKeywords,Keywords,Class,time_pretransfer_mean,time_pretransfer_median,time_pretransfer_std,time_total_mean,time_total_median,time_total_std,NumberOfResult,Error
Query_001.sparql,3,2,"{'select': 1, 'where': 1}",Success,0.0004086,0.00041,1.3351654079801012e-05,0.0058366,0.0056305,0.0005874831817923716,154,
Query_002.sparql,3,2,"{'select': 1, 'where': 1}",Success,0.0004115,0.00040800000000000005,1.0189864245088497e-05,0.0048696,0.0049095,0.0001992693319772679,7,
Query_003.sparql,9,15,"{'select': 1, 'distinct': 1, 'DateFunc': 2, 'as': 2, 'where': 1, 'PropertyPath': 2, 'optional': 5, 'Order': 1}",Success,0.000468,0.0004615,1.1095544651395478e-05,19.573493000000003,19.4580315,0.27900289594156213,13600,
Query_004.sparql,4,2,"{'select': 1, 'where': 1}",Success,0.0004112,0.00040300000000000004,2.1379117537135776e-05,0.0097447,0.0058025,0.01170909641688888,40,
Query_005.sparql,3,5,"{'select': 1, 'distinct': 1, 'where': 1, 'PropertyPath': 2}",Success,0.00044479999999999997,0.000442,1.900175430497582e-05,14.5659008,14.4629275,0.32996930209702835,41486,
Query_006.sparql,3,4,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1}",Success,0.00044689999999999997,0.0004445,1.2887978895078932e-05,2.1339599,2.102477,0.10733955827440515,1,
Query_007.sparql,4,2,"{'select': 1, 'where': 1}",Success,0.0004188,0.00041549999999999996,1.418763154613509e-05,0.0094511,0.009198,0.0008416097604524849,449,
Query_008.sparql,5,2,"{'select': 1, 'where': 1}",Success,0.0004253,0.00042449999999999996,1.4173919711921621e-05,0.0115713,0.01124,0.0009978501390489457,462,
Query_009.sparql,5,5,"{'select': 1, 'distinct': 1, 'where': 1, 'Order': 2}",Success,0.0004475,0.000446,1.1900046685249231e-05,0.1062684,0.1058235,0.0014762437468114787,0,Empty Response
Query_010.sparql,5,7,"{'select': 1, 'distinct': 1, 'where': 1, 'PropertyPath': 2, 'Order': 2}",Success,0.0004466,0.0004505,1.2121606054204754e-05,10.4642771,10.436491,0.06645877137234944,0,Empty Response
Query_011.sparql,5,3,"{'select': 1, 'where': 1, 'limit': 1}",Success,0.0004059,0.00039900000000000005,1.6927623709323276e-05,0.005895,0.005636,0.0005971424546212665,200,
Query_012.sparql,9,8,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'groupby': 1, 'Order': 2, 'limit': 1}",Success,0.0004491,0.000447,5.915140648276154e-06,4.4375126,4.437726,0.020952497327685664,200,
Query_013.sparql,12,17,"{'select': 1, 'where': 1, 'PropertyPath': 2, 'optional': 3, 'filter': 3, 'bound': 1, 'TermFunc': 2, 'bind': 1, 'DateFunc': 1, 'as': 1, 'limit': 1}",Timeout,0.0004807,0.0004595,6.237886037931618e-05,72.05391499999999,71.806888,0.8456001955790573,,com.complexible.stardog.plan.eval.operator.OperatorException$Cancelled: Query execution cancelled: Execution time exceeded query timeout 300000
Query_014.sparql,5,5,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'groupby': 1}",Success,0.0004289,0.0004305,1.0938718186129278e-05,0.039817,0.03743,0.0068883743284528995,1,
Query_016.sparql,2,2,"{'select': 1, 'where': 1}",Success,0.00040629999999999996,0.000404,1.624157901464291e-05,0.004474799999999999,0.0043105,0.0004427213319660323,325,
Query_017.sparql,7,7,"{'select': 1, 'distinct': 1, 'where': 1, 'filter': 2, 'in': 1, 'StringFunc': 1}",Timeout,0.0005562,0.0004615,0.00020633726436750745,350.8615816,359.142332,23.437073386780853,4,
Query_018.sparql,6,3,"{'select': 1, 'where': 1, 'limit': 1}",Success,0.0004412,0.00044050000000000003,9.35473736195256e-06,0.00458,0.0044884999999999994,0.0003715699425710081,10,
Query_019.sparql,9,3,"{'select': 1, 'where': 1, 'values': 1}",Success,0.0004489,0.0004475,1.0887811738106256e-05,0.0063182,0.006311000000000001,0.0005567574377091376,4,
Query_020.sparql,7,6,"{'select': 1, 'distinct': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'groupby': 1}",Success,0.00043220000000000004,0.0004285,1.2951190421476071e-05,0.0061503,0.0059255,0.0008014868197432959,1,
Query_021.sparql,7,4,"{'select': 1, 'where': 1, 'PropertyPath': 1, 'optional': 1}",Success,0.00044489999999999997,0.000444,1.3714955340794953e-05,0.0585251,0.0575495,0.003122470619023769,2,
Query_022.sparql,7,4,"{'select': 1, 'where': 1, 'values': 1, 'optional': 1}",Success,0.0004288,0.0004295,9.772978620211542e-06,0.0534359,0.053373000000000004,0.00043894227664036036,2,
Query_023.sparql,5,2,"{'select': 1, 'where': 1}",Success,0.00043940000000000006,0.000435,1.892206237291391e-05,0.0043355,0.004135,0.0005545226676060133,0,Empty Response
Query_024.sparql,10,3,"{'select': 1, 'where': 1, 'minus': 1}",Success,0.00040730000000000003,0.000403,1.7010127702179213e-05,0.0039356999999999994,0.0037465,0.00046506416522645324,0,Empty Response
Query_025.sparql,7,4,"{'select': 1, 'distinct': 1, 'where': 1, 'values': 1}",Success,0.0004112,0.0004035,1.8872672777796447e-05,0.0042714,0.0040005,0.00056628128071559,0,Empty Response
Query_026.sparql,5,3,"{'select': 1, 'where': 1, 'Order': 1}",Success,0.00040359999999999994,0.0003985,1.3467656729282131e-05,0.0036267,0.003497,0.0003924668563501045,0,Empty Response
Query_027.sparql,4,2,"{'select': 1, 'where': 1}",Success,0.00041269999999999995,0.0004055,1.9425355709598845e-05,0.0036522,0.0035265,0.0003392477953748066,0,Empty Response
Query_028.sparql,6,3,"{'select': 1, 'where': 1, 'minus': 1}",Success,0.00039880000000000004,0.0003995,1.2025897979869204e-05,0.0034763000000000003,0.00346,0.00010217311018288734,0,Empty Response
Query_029.sparql,4,4,"{'select': 1, 'where': 1, 'filter': 1, 'StringFunc': 1}",Success,0.00042259999999999997,0.0004185,2.6403703443940533e-05,0.0036711,0.0036135,0.0003887273966276218,0,Empty Response
Query_030.sparql,8,2,"{'select': 1, 'where': 1}",Success,0.0004045,0.00040050000000000003,1.7115619896587e-05,0.0038875,0.0037645,0.0004578105503371457,0,Empty Response
Query_031.sparql,8,5,"{'select': 1, 'distinct': 1, 'where': 1, 'Order': 1, 'StringFunc': 1}",Success,0.00041139999999999997,0.00040899999999999997,1.207568723602189e-05,0.0044018,0.004268,0.00051950206929328,0,Empty Response
Query_032.sparql,23,11,"{'select': 1, 'distinct': 1, 'where': 1, 'minus': 2, 'values': 2, 'filter': 1, 'notexists': 1, 'Order': 1, 'StringFunc': 1}",Success,0.0004493,0.0004485,1.2490440789304046e-05,0.0064752,0.006291,0.000786418859274256,0,Empty Response
Query_033.sparql,8,7,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'groupby': 1, 'Order': 2}",Success,0.000406,0.0004045,8.768630958643946e-06,0.004547,0.0041735,0.000720302405629438,1,
Query_034.sparql,6,3,"{'select': 1, 'where': 1, 'Order': 1}",Success,0.00040699999999999997,0.000401,2.2939534045447017e-05,0.0035159,0.0033385000000000003,0.00039898299880237163,0,Empty Response
Query_035.sparql,7,4,"{'select': 1, 'where': 1, 'Order': 1, 'StringFunc': 1}",Success,0.0004002,0.0003975,6.8605150438335705e-06,0.00339,0.003405,3.352610922848047e-05,0,Empty Response
Query_036.sparql,8,8,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'groupby': 1, 'Order': 2, 'limit': 1}",Success,0.00040239999999999997,0.0004015,1.3040109065665217e-05,0.0037668,0.0036544999999999998,0.0004276935039643852,1,
Query_037.sparql,8,2,"{'select': 1, 'where': 1}",Success,0.0004254,0.000424,1.7167152096696488e-05,0.0039702,0.0037775,0.0004507309618830287,0,Empty Response
Query_038.sparql,8,2,"{'select': 1, 'where': 1}",Success,0.0004122,0.0004135,1.852205892082915e-05,0.0035395999999999995,0.0034635,0.0003527187107156193,0,Empty Response
Query_039.sparql,4,4,"{'select': 1, 'Order': 2, 'limit': 1}",Success,0.00040990000000000004,0.0004115,8.736259051918157e-06,0.0034405,0.003374,0.00036632779795635974,0,Empty Response
Query_040.sparql,3,2,"{'select': 1, 'where': 1}",Success,0.0004096,0.00040800000000000005,1.767735525718958e-05,0.0078626,0.00737,0.0012370171291367707,740,
Query_041.sparql,2,4,"{'select': 1, 'distinct': 1, 'where': 1, 'PropertyPath': 1}",Success,0.00040229999999999997,0.00040249999999999997,1.5151457575648178e-05,0.0030193999999999998,0.003001,0.00013070764663511032,39,
Query_042.sparql,5,7,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'groupby': 1, 'Order': 2}",Success,0.000419,0.0004145,1.436043948569201e-05,0.0279188,0.025808499999999998,0.005844378434777207,17,
Query_043.sparql,4,3,"{'select': 1, 'distinct': 1, 'where': 1}",Success,0.0004216,0.00042,1.4462211295495413e-05,0.0693851,0.069556,0.0005193629537979908,107,
Query_044.sparql,3,6,"{'select': 1, 'where': 1, 'Order': 2, 'StringFunc': 1, 'TermFunc': 1}",Success,0.000439,0.000441,9.16515138991166e-06,0.08186750000000001,0.0796095,0.008020026409626783,9346,
Query_045.sparql,6,10,"{'select': 1, 'SetFunc': 1, 'as': 1, 'PropertyPath': 4, 'groupby': 1, 'Order': 2}",Timeout,0.0008163000000000001,0.000481,0.000895898934032182,450.02421699999996,450.098683,1.4254167929692199,,com.complexible.stardog.plan.eval.operator.OperatorException$Cancelled: Query execution cancelled: Execution time exceeded query timeout 300000
Query_046.sparql,4,2,"{'select': 1, 'where': 1}",Success,0.0004549,0.00045149999999999997,1.7181708620248204e-05,1.5007401,0.6955325,2.53924567369001,14591,
