query_file,NumberOfLines,NumberOfKeywords,Keywords,Class,time_pretransfer_mean,time_pretransfer_median,time_pretransfer_std,time_total_mean,time_total_median,time_total_std,NumberOfResult,Error
Query_001.sparql,3,2,"{'select': 1, 'where': 1}",Success,0.0004328,0.00042699999999999997,1.656502339267893e-05,0.012130199999999999,0.01131,0.0023455006951845292,154,
Query_002.sparql,3,2,"{'select': 1, 'where': 1}",Success,0.000413,0.00041549999999999996,1.750555467400118e-05,0.0085541,0.008337500000000001,0.0005071860167192662,7,
Query_003.sparql,9,15,"{'select': 1, 'distinct': 1, 'DateFunc': 2, 'as': 2, 'where': 1, 'PropertyPath': 2, 'optional': 5, 'Order': 1}",Success,0.0004588,0.000454,1.3910827118151956e-05,0.8552693,0.8242645,0.07062660291364878,13600,
Query_004.sparql,4,2,"{'select': 1, 'where': 1}",Success,0.0004049,0.000402,2.0733494104414162e-05,0.0068000000000000005,0.0063175,0.0009864530174091188,40,
Query_005.sparql,3,5,"{'select': 1, 'distinct': 1, 'where': 1, 'PropertyPath': 2}",Success,0.000455,0.00045149999999999997,1.882669499525724e-05,0.7427157,0.740448,0.008781244938946787,41486,
Query_006.sparql,3,4,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1}",Success,0.0004475,0.0004435,1.8210192506151916e-05,2.363036,2.333428,0.09016644656904746,1,
Query_007.sparql,4,2,"{'select': 1, 'where': 1}",Timeout,0.0006148,0.0004565,0.00035557740210661427,281.3124197,300.00569199999995,59.114183861600935,,##  Query cancelled due to timeout during execution   ##
Query_008.sparql,5,2,"{'select': 1, 'where': 1}",Timeout,0.0006025,0.000464,0.0002717454895874283,220.81519699999998,300.0051755,119.4325318038806,,##  Query cancelled due to timeout during execution   ##
Query_009.sparql,5,5,"{'select': 1, 'distinct': 1, 'where': 1, 'Order': 2}",Success,0.0004537,0.0004485,1.7994134846913005e-05,24.8216956,24.7911875,0.14318696462023206,0,Empty Response
Query_010.sparql,5,7,"{'select': 1, 'distinct': 1, 'where': 1, 'PropertyPath': 2, 'Order': 2}",Timeout,,,,,,,,Query timed out
Query_011.sparql,5,3,"{'select': 1, 'where': 1, 'limit': 1}",Success,0.00044039999999999997,0.0004415,2.1864227506235953e-05,0.0080947,0.0071920000000000005,0.0022238323303102984,200,
Query_012.sparql,9,8,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'groupby': 1, 'Order': 2, 'limit': 1}",Timeout,0.00045320000000000007,0.0004475,2.4311862673737412e-05,78.7500849,8.186689,122.6594232485045,,Query timed out
Query_013.sparql,12,17,"{'select': 1, 'where': 1, 'PropertyPath': 2, 'optional': 3, 'filter': 3, 'bound': 1, 'TermFunc': 2, 'bind': 1, 'DateFunc': 1, 'as': 1, 'limit': 1}",Timeout,,,,,,,,Query timed out
Query_014.sparql,5,5,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'groupby': 1}",Timeout,0.00049,0.000495,3.774917217635374e-05,300.00414366666666,300.004265,0.00026566394809974733,,Query timed out
Query_016.sparql,2,2,"{'select': 1, 'where': 1}",Success,0.00040349999999999994,0.000398,1.6331632564511798e-05,0.0053270999999999995,0.0048395,0.0009705158364956693,325,
Query_017.sparql,7,7,"{'select': 1, 'distinct': 1, 'where': 1, 'filter': 2, 'in': 1, 'StringFunc': 1}",Success,0.0004282,0.00042449999999999996,1.26473536977328e-05,0.011807000000000002,0.011602999999999999,0.0017751452522728008,4,
