query_file,NumberOfLines,NumberOfKeywords,Keywords,Class,time_pretransfer_mean,time_pretransfer_median,time_pretransfer_std,time_total_mean,time_total_median,time_total_std,NumberOfResult,Error
Query_001.sparql,3,2,"{'select': 1, 'where': 1}",Success,0.0004224,0.000417,2.387094933642611e-05,0.0017090999999999999,0.001766,0.00018129255056093424,154,
Query_002.sparql,3,2,"{'select': 1, 'where': 1}",Success,0.00041180000000000003,0.0004145,1.5164285527368422e-05,0.0012988,0.001302,3.78558670045565e-05,7,
Query_003.sparql,9,15,"{'select': 1, 'distinct': 1, 'DateFunc': 2, 'as': 2, 'where': 1, 'PropertyPath': 2, 'optional': 5, 'Order': 1}",Error,0.00042659999999999996,0.00042699999999999997,9.979979959899727e-06,0.0012216,0.001204,5.5514162357205944e-05,,"ParseException, cause: Unexpected input: year(?birthdate) as ?birthyear) (year(?deathdate) as ?deathyear) ?genderLabel
WHERE
{
  ?horse wdt:P31/wdt:P279* wd:Q726 .     # Instance et sous-classes de Q726-Cheval
   
  OPTIONAL{?horse wdt:P25 ?mother .}       # P25  : Mère
  OPTIONAL{?horse wdt:P22 ?father .}       # P22  : Père
  OPTIONAL{?horse wdt:P569 ?birthdate .} # P569 : Date de naissance
  OPTIONAL{?horse wdt:P570 ?deathdate .}     # P570 : Date de décès
  OPTIONAL{?horse wdt:P21 ?gender .}       # P21  : Sexe
 
  #SERVICE wikibase:label { #BabelRainbow
#    bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fr,ar,be,bg,bn,ca,cs,da,de,el,en,es,et,fa,fi,he,hi,hu,hy,id,it,ja,jv,ko,nb,nl,eo,pa,pl,pt,ro,ru,sh,sk,sr,sv,sw,te,th,tr,uk,yue,vec,vi,zh""
#  }
}
ORDER BY ?horse"
Query_004.sparql,4,2,"{'select': 1, 'where': 1}",Success,0.0004112,0.0004085,1.5411395495253225e-05,0.0015096,0.001519,6.718002348582169e-05,40,
Query_005.sparql,3,5,"{'select': 1, 'distinct': 1, 'where': 1, 'PropertyPath': 2}",Error,0.00039630000000000004,0.000397,1.2815355372885036e-05,0.0011348999999999999,0.0011305,4.190849821005543e-05,,"ParseException, cause: Error in SELECT: unexpected token: *"
Query_006.sparql,3,4,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1}",Error,0.00039109999999999997,0.00039099999999999996,1.6373759494996873e-05,0.0011921000000000002,0.001178,3.6179951477149436e-05,,"This parser currently doesn't support COUNT(*), please specify an explicit expression for the COUNT"
Query_007.sparql,4,2,"{'select': 1, 'where': 1}",Success,0.000414,0.000402,2.763652977089883e-05,0.0018619,0.001836,9.662119620225957e-05,449,
Query_008.sparql,5,2,"{'select': 1, 'where': 1}",Success,0.00041070000000000006,0.00041,1.75122179571229e-05,0.0020019,0.0019805,6.554464127600372e-05,462,
Query_009.sparql,5,5,"{'select': 1, 'distinct': 1, 'where': 1, 'Order': 2}",Success,0.0004255,0.0004205,1.6379187335694605e-05,0.0017185,0.0017025,6.093575852212435e-05,0,Empty Response
Query_010.sparql,5,7,"{'select': 1, 'distinct': 1, 'where': 1, 'PropertyPath': 2, 'Order': 2}",Success,0.0004235,0.0004215,1.9420779249728028e-05,0.0023237,0.002291,7.29795252869674e-05,0,Empty Response
