query_file,NumberOfLines,NumberOfKeywords,Keywords,Class,time_pretransfer_mean,time_pretransfer_median,time_pretransfer_std,time_total_mean,time_total_median,time_total_std,NumberOfResult,Error
Query_001.sparql,3,2,"{'select': 1, 'where': 1}",Success,0.0003709,0.000368,1.397974725570292e-05,0.0023479,0.002282,0.0002494270991247298,154,
Query_002.sparql,3,2,"{'select': 1, 'where': 1}",Success,0.0003591,0.00036,1.1347540115226171e-05,0.0016025999999999998,0.001568,0.0001256266072312885,7,
Query_003.sparql,9,15,"{'select': 1, 'distinct': 1, 'DateFunc': 2, 'as': 2, 'where': 1, 'PropertyPath': 2, 'optional': 5, 'Order': 1}",Success,0.0004547,0.00044950000000000003,1.5930752929127027e-05,0.4589228,0.451573,0.014249509876951318,13600,
Query_004.sparql,4,2,"{'select': 1, 'where': 1}",Success,0.00038,0.0003765,1.2156388352540315e-05,0.002287,0.0022085,0.00019480930847027463,40,
Query_005.sparql,3,5,"{'select': 1, 'distinct': 1, 'where': 1, 'PropertyPath': 2}",Success,0.0004308,0.000428,1.3709688382875662e-05,0.3594667,0.35586700000000004,0.008595449119543812,41486,
Query_006.sparql,3,4,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1}",Success,0.00043109999999999996,0.0004315,1.1637582795981873e-05,4.8975203,4.87732,0.07619182608835229,1,
Query_007.sparql,4,2,"{'select': 1, 'where': 1}",Success,0.00038439999999999997,0.000384,1.4546477236774568e-05,0.0059116,0.0058605,0.00038687040609370905,449,
Query_008.sparql,5,2,"{'select': 1, 'where': 1}",Success,0.0003773,0.0003745,1.3191327117129307e-05,0.0061405,0.0060935,0.00019007147778313924,462,
Query_009.sparql,5,5,"{'select': 1, 'distinct': 1, 'where': 1, 'Order': 2}",Success,0.0003945,0.00039400000000000004,1.4183323540928843e-05,0.0771935,0.076822,0.0013955238164295959,0,Empty Response
Query_010.sparql,5,7,"{'select': 1, 'distinct': 1, 'where': 1, 'PropertyPath': 2, 'Order': 2}",Success,0.0004313,0.00043,1.1643309953216336e-05,0.1818228,0.1755155,0.013990278734416505,0,Empty Response
Query_011.sparql,5,3,"{'select': 1, 'where': 1, 'limit': 1}",Success,0.0003803,0.0003745,1.7820400294793246e-05,0.0032481999999999997,0.003189,0.00016972382796112565,200,
Query_012.sparql,9,8,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'groupby': 1, 'Order': 2, 'limit': 1}",Success,0.00044219999999999996,0.0004435,1.3822686666009142e-05,3.2405726,3.2084330000000003,0.13893679773687664,200,
Query_013.sparql,12,17,"{'select': 1, 'where': 1, 'PropertyPath': 2, 'optional': 3, 'filter': 3, 'bound': 1, 'TermFunc': 2, 'bind': 1, 'DateFunc': 1, 'as': 1, 'limit': 1}",Error,,,,,,,,"Query evaluation error: ""0000-06-20T00:00:00Z"" is not a valid representation of an XML Gregorian Calendar value. (HTTP status 500)"
Query_014.sparql,5,5,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'groupby': 1}",Success,0.00039769999999999996,0.0003905,2.045075385733575e-05,0.029722,0.027888,0.005896109150203302,1,
Query_016.sparql,2,2,"{'select': 1, 'where': 1}",Success,0.0003791,0.0003815,9.780365819106947e-06,0.0024261,0.002402,7.577957801706528e-05,325,
Query_017.sparql,7,7,"{'select': 1, 'distinct': 1, 'where': 1, 'filter': 2, 'in': 1, 'StringFunc': 1}",Success,0.0003814,0.0003815,9.34760813137659e-06,0.0034174999999999995,0.0033305,0.0002407480241063487,4,
Query_018.sparql,6,3,"{'select': 1, 'where': 1, 'limit': 1}",Success,0.0003792,0.000378,1.4512829573250777e-05,0.0015781,0.001576,3.346125454246384e-05,10,
Query_019.sparql,9,3,"{'select': 1, 'where': 1, 'values': 1}",Success,0.0003727,0.00037299999999999996,6.650814486462042e-06,0.0021863,0.0021745000000000002,9.571375147920102e-05,4,
Query_020.sparql,7,6,"{'select': 1, 'distinct': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'groupby': 1}",Success,0.000376,0.000371,1.1343133018115697e-05,0.0018549,0.0018295,0.0001472114503396767,1,
Query_021.sparql,7,4,"{'select': 1, 'where': 1, 'PropertyPath': 1, 'optional': 1}",Success,0.0004001,0.0003925,1.8082834094491088e-05,0.0319048,0.031812,0.000674234182857361,2,
Query_022.sparql,7,4,"{'select': 1, 'where': 1, 'values': 1, 'optional': 1}",Success,0.0003714,0.000367,1.0265367883216741e-05,0.0030911000000000003,0.0030575000000000003,0.0001224703592257689,2,
Query_023.sparql,5,2,"{'select': 1, 'where': 1}",Success,0.0003617,0.000361,7.4691960001655444e-06,0.0015317,0.0015385,4.030453517354546e-05,0,Empty Response
Query_024.sparql,10,3,"{'select': 1, 'where': 1, 'minus': 1}",Success,0.0003832,0.000384,1.1419281938896134e-05,0.0018315000000000002,0.0018219999999999998,5.5923062227393106e-05,0,Empty Response
Query_025.sparql,7,4,"{'select': 1, 'distinct': 1, 'where': 1, 'values': 1}",Success,0.00037989999999999996,0.00037600000000000003,9.837004964249368e-06,0.0020272,0.001976,0.00013366109714082428,0,Empty Response
Query_026.sparql,5,3,"{'select': 1, 'where': 1, 'Order': 1}",Success,0.0003671,0.0003675,7.950541560869375e-06,0.0015649,0.001556,4.7664219051378344e-05,0,Empty Response
Query_027.sparql,4,2,"{'select': 1, 'where': 1}",Success,0.0003631,0.00036300000000000004,7.651434142985534e-06,0.0015155,0.0015040000000000001,4.10426607324623e-05,0,Empty Response
Query_028.sparql,6,3,"{'select': 1, 'where': 1, 'minus': 1}",Success,0.00039620000000000004,0.00039150000000000003,1.671193851379572e-05,0.0037465000000000007,0.002423,0.0042985146853302715,0,Empty Response
Query_029.sparql,4,4,"{'select': 1, 'where': 1, 'filter': 1, 'StringFunc': 1}",Success,0.0003921,0.000393,1.2591443302673643e-05,0.0021643,0.0021015,0.0001437073028377086,0,Empty Response
Query_030.sparql,8,2,"{'select': 1, 'where': 1}",Success,0.0004133,0.000406,1.8104941007605884e-05,0.0023558,0.0022465000000000002,0.00020730589314665743,0,Empty Response
Query_031.sparql,8,5,"{'select': 1, 'distinct': 1, 'where': 1, 'Order': 1, 'StringFunc': 1}",Success,0.00039129999999999997,0.000389,1.522461457275319e-05,0.0020371,0.0019205,0.0002260189028476257,0,Empty Response
Query_032.sparql,23,11,"{'select': 1, 'distinct': 1, 'where': 1, 'minus': 2, 'values': 2, 'filter': 1, 'notexists': 1, 'Order': 1, 'StringFunc': 1}",Success,0.00043400000000000003,0.0004295,1.762573875520305e-05,0.0030845,0.0028425,0.000372229096122267,0,Empty Response
Query_033.sparql,8,7,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'groupby': 1, 'Order': 2}",Success,0.0004384,0.0004045,7.36541467490686e-05,0.0026001,0.0022775,0.000636966674516371,0,Empty Response
Query_034.sparql,6,3,"{'select': 1, 'where': 1, 'Order': 1}",Success,0.0003889,0.0003895,1.4255213471257122e-05,0.0019151,0.0019065,8.082415755480819e-05,0,Empty Response
Query_035.sparql,7,4,"{'select': 1, 'where': 1, 'Order': 1, 'StringFunc': 1}",Success,0.0003729,0.000371,1.8266240870949774e-05,0.0017373,0.0017315,4.59203416557169e-05,0,Empty Response
Query_036.sparql,8,8,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'groupby': 1, 'Order': 2, 'limit': 1}",Success,0.0003748,0.00037,1.5901083121738715e-05,0.0016698000000000001,0.0016645000000000002,3.340592096553478e-05,0,Empty Response
Query_037.sparql,8,2,"{'select': 1, 'where': 1}",Success,0.0003811,0.0003765,1.7816658871217513e-05,0.0018053,0.0018005,7.714207671562906e-05,0,Empty Response
Query_038.sparql,8,2,"{'select': 1, 'where': 1}",Success,0.0003715,0.00037299999999999996,1.7859015774796897e-05,0.0017837999999999999,0.001784,4.853589736816798e-05,0,Empty Response
Query_039.sparql,4,4,"{'select': 1, 'Order': 2, 'limit': 1}",Success,0.0003715,0.000369,1.8185769772605778e-05,0.0016524,0.0016159999999999998,6.760210384628902e-05,0,Empty Response
Query_040.sparql,3,2,"{'select': 1, 'where': 1}",Success,0.0003871,0.00039,1.2982466808909778e-05,0.0072642,0.007231,0.00029313811685885454,740,
Query_041.sparql,2,4,"{'select': 1, 'distinct': 1, 'where': 1, 'PropertyPath': 1}",Success,0.0003885,0.00038849999999999996,1.0885770528538594e-05,0.0020876,0.002078,5.1428915342765386e-05,39,
Query_042.sparql,5,7,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'groupby': 1, 'Order': 2}",Success,0.00042569999999999994,0.0004045,8.624648140971059e-05,0.033954200000000004,0.032137,0.005089389917596539,17,
Query_043.sparql,4,3,"{'select': 1, 'distinct': 1, 'where': 1}",Success,0.0004202,0.0004215,1.4657572938397546e-05,0.1329688,0.1282595,0.010413844095455066,107,
Query_044.sparql,3,6,"{'select': 1, 'where': 1, 'Order': 2, 'StringFunc': 1, 'TermFunc': 1}",Success,0.000429,0.0004235,1.4704496666741858e-05,0.4223122,0.417685,0.0157178834014705,9346,
Query_045.sparql,6,10,"{'select': 1, 'SetFunc': 1, 'as': 1, 'PropertyPath': 4, 'groupby': 1, 'Order': 2}",Timeout,0.0004436,0.0004455,1.4338758663147938e-05,300.003084,300.0030425,0.0001677292792243457,1,
Query_046.sparql,4,2,"{'select': 1, 'where': 1}",Success,0.00042469999999999997,0.00042,1.2867271142968376e-05,0.1900377,0.182561,0.01682102712579308,14591,
