query_file,NumberOfLines,NumberOfKeywords,Keywords,Class,time_pretransfer_mean,time_pretransfer_median,time_pretransfer_std,time_total_mean,time_total_median,time_total_std,NumberOfResult,Error
Query_001.sparql,3,2,"{'select': 1, 'where': 1}",Success,0.0274582,0.025537499999999998,0.004289096429060296,0.0456338,0.040848499999999996,0.013643147354380264,154,
Query_002.sparql,3,2,"{'select': 1, 'where': 1}",Success,0.023438999999999998,0.023202,0.0008894222844071299,0.0326061,0.032756,0.0016308813193417178,7,
Query_003.sparql,9,15,"{'select': 1, 'distinct': 1, 'DateFunc': 2, 'as': 2, 'where': 1, 'PropertyPath': 2, 'optional': 5, 'Order': 1}",Success,0.0222503,0.022831999999999998,0.00256700132233875,0.5636723,0.5597384999999999,0.0343159281126613,13600,
Query_004.sparql,4,2,"{'select': 1, 'where': 1}",Success,0.0127808,0.012730499999999999,0.0003700437811935227,0.0223523,0.022144999999999998,0.00115595790484679,40,
Query_005.sparql,3,5,"{'select': 1, 'distinct': 1, 'where': 1, 'PropertyPath': 2}",Success,0.0137536,0.013627,0.00038025085287361396,0.4577664,0.456753,0.012478134299645938,41486,
Query_006.sparql,3,4,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1}",Success,0.0180409,0.014708,0.006951100639467104,13.184000000000001,12.923675,0.5525088039903874,1,
Query_007.sparql,4,2,"{'select': 1, 'where': 1}",Success,0.012821599999999999,0.012834,0.00019465479415850266,0.0375847,0.037126000000000006,0.0012342691989819534,449,
Query_008.sparql,5,2,"{'select': 1, 'where': 1}",Success,0.0127123,0.012642500000000001,0.00022415473326353047,0.039632600000000004,0.038959,0.001264278467919329,462,
Query_009.sparql,5,5,"{'select': 1, 'distinct': 1, 'where': 1, 'Order': 2}",Success,0.013201899999999999,0.0130895,0.00045561788327013174,0.2805143,0.28030900000000003,0.006011501384845557,0,Empty Response
Query_010.sparql,5,7,"{'select': 1, 'distinct': 1, 'where': 1, 'PropertyPath': 2, 'Order': 2}",Success,0.013322200000000001,0.0131345,0.00043695176443681375,0.4343554,0.4354625,0.010839139379530512,0,Empty Response
Query_011.sparql,5,3,"{'select': 1, 'where': 1, 'limit': 1}",Success,0.0130522,0.0127855,0.0006898221670997691,0.0701509,0.036471,0.05498072574285565,200,
Query_012.sparql,9,8,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'groupby': 1, 'Order': 2, 'limit': 1}",Success,0.0157637,0.014299,0.0050337901569736145,2.6454981,2.6152615,0.11811446681216574,200,
