query_file,NumberOfLines,NumberOfKeywords,Keywords,Class,time_pretransfer_mean,time_pretransfer_median,time_pretransfer_std,time_total_mean,time_total_median,time_total_std,NumberOfResult,Error
Query_001.sparql,3,2,"{'select': 1, 'where': 1}",Success,0.0003778,0.0003775,1.1033282980751158e-05,0.0013476,0.0013484999999999999,6.962470825791667e-05,154,
Query_002.sparql,3,2,"{'select': 1, 'where': 1}",Success,0.0003746,0.000372,7.720103626247512e-06,0.0011738,0.0011735,2.2860932225572596e-05,7,
Query_003.sparql,9,15,"{'select': 1, 'distinct': 1, 'DateFunc': 2, 'as': 2, 'where': 1, 'PropertyPath': 2, 'optional': 5, 'Order': 1}",Error,0.0003842,0.00038500000000000003,1.6949598487542067e-05,0.0010988,0.0010925000000000002,2.5529068399245038e-05,,"ParseException, cause: Unexpected input: year(?birthdate) as ?birthyear) (year(?deathdate) as ?deathyear) ?genderLabel
WHERE
{
  ?horse wdt:P31/wdt:P279* wd:Q726 .     # Instance et sous-classes de Q726-Cheval
   
  OPTIONAL{?horse wdt:P25 ?mother .}       # P25  : Mère
  OPTIONAL{?horse wdt:P22 ?father .}       # P22  : Père
  OPTIONAL{?horse wdt:P569 ?birthdate .} # P569 : Date de naissance
  OPTIONAL{?horse wdt:P570 ?deathdate .}     # P570 : Date de décès
  OPTIONAL{?horse wdt:P21 ?gender .}       # P21  : Sexe
 
  #SERVICE wikibase:label { #BabelRainbow
#    bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],fr,ar,be,bg,bn,ca,cs,da,de,el,en,es,et,fa,fi,he,hi,hu,hy,id,it,ja,jv,ko,nb,nl,eo,pa,pl,pt,ro,ru,sh,sk,sr,sv,sw,te,th,tr,uk,yue,vec,vi,zh""
#  }
}
ORDER BY ?horse"
Query_004.sparql,4,2,"{'select': 1, 'where': 1}",Success,0.000372,0.000374,1.091380369582995e-05,0.0013453,0.0013625,4.1338843718710806e-05,40,
Query_005.sparql,3,5,"{'select': 1, 'distinct': 1, 'where': 1, 'PropertyPath': 2}",Error,0.0003677,0.0003685,6.111010100175291e-06,0.0010301,0.0010170000000000001,3.7775506467668866e-05,,"ParseException, cause: Error in SELECT: unexpected token: *"
Query_006.sparql,3,4,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1}",Error,0.0003643,0.000366,1.1096045341572045e-05,0.0010953,0.0010975,2.605570954704554e-05,,"This parser currently doesn't support COUNT(*), please specify an explicit expression for the COUNT"
Query_007.sparql,4,2,"{'select': 1, 'where': 1}",Success,0.000383,0.000378,2.0944370763206688e-05,0.0016653999999999998,0.001656,8.153690371032405e-05,449,
Query_008.sparql,5,2,"{'select': 1, 'where': 1}",Success,0.00038179999999999996,0.0003775,1.9904215075651138e-05,0.0018461999999999999,0.0018445,5.259235263377706e-05,462,
Query_009.sparql,5,5,"{'select': 1, 'distinct': 1, 'where': 1, 'Order': 2}",Success,0.00039620000000000004,0.0003925,1.6771669233826704e-05,0.0016244000000000002,0.0016090000000000002,8.28374579791319e-05,0,Empty Response
Query_010.sparql,5,7,"{'select': 1, 'distinct': 1, 'where': 1, 'PropertyPath': 2, 'Order': 2}",Success,0.0003889,0.00038199999999999996,2.1936524590534174e-05,0.002175,0.0021774999999999997,7.532153299909231e-05,0,Empty Response
