query_file,NumberOfLines,NumberOfKeywords,Keywords,Class,time_pretransfer_mean,time_pretransfer_median,time_pretransfer_std,time_total_mean,time_total_median,time_total_std,NumberOfResult,Error
Query_001.sparql,3,2,"{'select': 1, 'where': 1}",Success,0.0004121,0.000411,1.7349031353043574e-05,0.0029678,0.0029725000000000003,0.00010726478142117916,154,
Query_002.sparql,3,2,"{'select': 1, 'where': 1}",Success,0.0003874,0.000387,1.2222020200350582e-05,0.0019187,0.0019345,5.8395300419735074e-05,7,
Query_003.sparql,9,15,"{'select': 1, 'distinct': 1, 'DateFunc': 2, 'as': 2, 'where': 1, 'PropertyPath': 2, 'optional': 5, 'Order': 1}",Success,0.0004688,0.00047000000000000004,2.1101869322145106e-05,0.4486483,0.4453235,0.011914360998858106,13600,
Query_004.sparql,4,2,"{'select': 1, 'where': 1}",Success,0.000417,0.0004135,2.4801433650317717e-05,0.0030142,0.002972,0.0001909972658326698,40,
Query_005.sparql,3,5,"{'select': 1, 'distinct': 1, 'where': 1, 'PropertyPath': 2}",Success,0.0004495,0.00045,2.178302091079196e-05,0.3880592,0.384059,0.012743995464531527,41486,
Query_006.sparql,3,4,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1}",Success,0.00046689999999999996,0.0004635,1.784158687511351e-05,4.5837539,4.5928735,0.0676692248013168,1,
Query_007.sparql,4,2,"{'select': 1, 'where': 1}",Success,0.0004177,0.000415,1.944822185530941e-05,0.0071462,0.007147000000000001,0.00014699569154683824,449,
Query_008.sparql,5,2,"{'select': 1, 'where': 1}",Success,0.0004221,0.0004305,2.878830781179519e-05,0.0079322,0.0079635,0.0002193322188421523,462,
Query_009.sparql,5,5,"{'select': 1, 'distinct': 1, 'where': 1, 'Order': 2}",Success,0.00044019999999999997,0.000435,1.6903648521349853e-05,0.0750778,0.075194,0.00030523462742253844,0,Empty Response
Query_010.sparql,5,7,"{'select': 1, 'distinct': 1, 'where': 1, 'PropertyPath': 2, 'Order': 2}",Success,0.0004454,0.0004465,1.412011960918808e-05,0.1840871,0.17582150000000002,0.024741846470436816,0,Empty Response
Query_011.sparql,5,3,"{'select': 1, 'where': 1, 'limit': 1}",Success,0.0004056,0.00040249999999999997,1.5101140501447048e-05,0.0038978,0.003915500000000001,0.00016147225423858108,200,
Query_012.sparql,9,8,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'groupby': 1, 'Order': 2, 'limit': 1}",Success,0.0004678,0.00046049999999999997,2.3597551662078094e-05,2.9085357,2.9024419999999997,0.041857134814748,200,
Query_013.sparql,12,17,"{'select': 1, 'where': 1, 'PropertyPath': 2, 'optional': 3, 'filter': 3, 'bound': 1, 'TermFunc': 2, 'bind': 1, 'DateFunc': 1, 'as': 1, 'limit': 1}",Error,,,,,,,,"Query evaluation error: ""0000-06-20T00:00:00Z"" is not a valid representation of an XML Gregorian Calendar value. (HTTP status 500)"
Query_014.sparql,5,5,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'groupby': 1}",Success,0.0004384,0.0004385,2.2292001555116885e-05,0.028050600000000002,0.028018500000000002,0.00018821158306544302,1,
Query_016.sparql,2,2,"{'select': 1, 'where': 1}",Success,0.00041860000000000004,0.00041600000000000003,1.2185601704014822e-05,0.0031819,0.0031720000000000003,0.00013766743341190834,325,
Query_017.sparql,7,7,"{'select': 1, 'distinct': 1, 'where': 1, 'filter': 2, 'in': 1, 'StringFunc': 1}",Success,0.00040540000000000004,0.0004075,1.4569374271624264e-05,0.0038112,0.0037985,0.00014698737663108668,4,
