query_file,NumberOfLines,NumberOfKeywords,Keywords,Class,time_pretransfer_mean,time_pretransfer_median,time_pretransfer_std,time_total_mean,time_total_median,time_total_std,NumberOfResult,Error
Query_001.sparql,3,2,"{'select': 1, 'where': 1}",Success,0.0004408,0.00043400000000000003,2.7144878788538422e-05,0.0095221,0.008577,0.002652797158975158,154,
Query_002.sparql,3,2,"{'select': 1, 'where': 1}",Success,0.0004208,0.0004205,2.279278638322025e-05,0.0047897999999999994,0.0045865,0.0006438933314006461,7,
Query_003.sparql,9,15,"{'select': 1, 'distinct': 1, 'DateFunc': 2, 'as': 2, 'where': 1, 'PropertyPath': 2, 'optional': 5, 'Order': 1}",Success,0.0004665,0.0004685,6.964194138592055e-06,0.44006429999999996,0.434978,0.029776716769426854,13600,
Query_004.sparql,4,2,"{'select': 1, 'where': 1}",Success,0.0004115,0.000417,2.2613909190780997e-05,0.004272,0.0040715000000000005,0.0005334054117960682,40,
Query_005.sparql,3,5,"{'select': 1, 'distinct': 1, 'where': 1, 'PropertyPath': 2}",Success,0.000445,0.000437,2.5995726144460317e-05,0.3819723,0.381334,0.039040564832691076,41486,
Query_006.sparql,3,4,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1}",Success,0.00045,0.0004535,1.1585431464655177e-05,4.9059722,4.9035845,0.11969184620683244,1,
Query_007.sparql,4,2,"{'select': 1, 'where': 1}",Success,0.0004273,0.0004295,3.569329224253643e-05,0.0074239,0.0069464999999999996,0.0013970991732872792,449,
Query_008.sparql,5,2,"{'select': 1, 'where': 1}",Success,0.00042310000000000004,0.00041450000000000005,3.706585730531236e-05,0.008268300000000001,0.008572,0.0007254986101525855,462,
Query_009.sparql,5,5,"{'select': 1, 'distinct': 1, 'where': 1, 'Order': 2}",Success,0.0004389,0.000433,2.6660207551080122e-05,0.0754247,0.0753585,0.006291356293448268,0,Empty Response
Query_010.sparql,5,7,"{'select': 1, 'distinct': 1, 'where': 1, 'PropertyPath': 2, 'Order': 2}",Success,0.00045719999999999995,0.000452,2.0804913949460207e-05,0.1647551,0.16887,0.012606973074453673,0,Empty Response
Query_011.sparql,5,3,"{'select': 1, 'where': 1, 'limit': 1}",Success,0.00041339999999999997,0.000414,3.184057509251712e-05,0.0044418,0.0042775,0.0004601083930263971,200,
Query_012.sparql,9,8,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'groupby': 1, 'Order': 2, 'limit': 1}",Success,0.00046699999999999997,0.0004655,1.6186414056238644e-05,2.8256422999999997,2.9377325,0.32453609693223806,200,
Query_013.sparql,12,17,"{'select': 1, 'where': 1, 'PropertyPath': 2, 'optional': 3, 'filter': 3, 'bound': 1, 'TermFunc': 2, 'bind': 1, 'DateFunc': 1, 'as': 1, 'limit': 1}",Error,0.0004613,0.000457,2.1893936248295886e-05,13.2831976,12.977986999999999,0.6493403993036485,,"Query evaluation error: ""0000-06-20T00:00:00Z"" is not a valid representation of an XML Gregorian Calendar value. (HTTP status 500)"
Query_014.sparql,5,5,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'groupby': 1}",Success,0.00042199999999999996,0.000422,2.664999478840892e-05,0.0309006,0.0292275,0.003332114050335678,1,
Query_016.sparql,2,2,"{'select': 1, 'where': 1}",Success,0.0003857,0.0003855,1.4150382798120093e-05,0.0031919,0.0032715,0.0003007861735888507,325,
Query_017.sparql,7,7,"{'select': 1, 'distinct': 1, 'where': 1, 'filter': 2, 'in': 1, 'StringFunc': 1}",Success,0.00041180000000000003,0.000415,1.579592071109219e-05,0.0053591,0.0053454999999999996,0.0005071798826189117,4,
Query_018.sparql,6,3,"{'select': 1, 'where': 1, 'limit': 1}",Success,0.0004117,0.000405,2.2050699157471932e-05,0.0029468999999999997,0.0027735,0.00035667397188780413,10,
Query_019.sparql,9,3,"{'select': 1, 'where': 1, 'values': 1}",Success,0.0003973,0.000391,1.5691823773332804e-05,0.003814,0.003712,0.0005815250066276888,4,
Query_020.sparql,7,6,"{'select': 1, 'distinct': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'groupby': 1}",Success,0.00039779999999999997,0.000396,1.3595750970227589e-05,0.0034411999999999997,0.0031260000000000003,0.001224586896331439,1,
Query_021.sparql,7,4,"{'select': 1, 'where': 1, 'PropertyPath': 1, 'optional': 1}",Success,0.00042940000000000003,0.0004265,1.677431899594669e-05,0.0300881,0.029493,0.0016367743650919698,2,
Query_022.sparql,7,4,"{'select': 1, 'where': 1, 'values': 1, 'optional': 1}",Success,0.00039690000000000005,0.000396,1.860973460912922e-05,0.0044092,0.004271499999999999,0.000417082139525431,2,
Query_023.sparql,5,2,"{'select': 1, 'where': 1}",Success,0.0003849,0.00038100000000000005,1.3560154046978148e-05,0.0023673,0.0023155,0.00020600002696871447,0,Empty Response
Query_024.sparql,10,3,"{'select': 1, 'where': 1, 'minus': 1}",Success,0.0003919,0.00039150000000000003,1.28101522239199e-05,0.0029276,0.0026295,0.0008948407927919044,0,Empty Response
